semantic_id	category	english_path	japanese_path	traditional_chinese_path
rm2003-0268	Monster	Monster/Mammoth.png	Monster/マンモス.png	Monster/長毛象.png
rm2003-0269	Monster	Monster/Mummy.png	Monster/ミイラ男.png	Monster/木乃伊.png
rm2003-0270	Monster	Monster/Midgardsormr.png	Monster/ミドガルズオルム.png	Monster/米嘉巨蟒.png
rm2003-0271	Monster	Monster/Minotaur.png	Monster/ミノタウロス.png	Monster/邁諾陶.png
rm2003-0272	Monster	Monster/Mimic.png	Monster/ミミック.png	Monster/變形怪.png
rm2003-0273	Monster	Monster/Medusa.png	Monster/メデューサ.png	Monster/梅杜莎.png
rm2003-0274	Monster	Monster/Unicorn.png	Monster/ユニコーン.png	Monster/獨角獸.png
rm2003-0275	Monster	Monster/Lakshmi.png	Monster/ラクシュミ.png	Monster/吉祥天.png
rm2003-0276	Monster	Monster/Lamia.png	Monster/ラミア.png	Monster/拉米亞.png
rm2003-0277	Monster	Monster/Leviathan.png	Monster/リヴァイアサン.png	Monster/大海獸.png
rm2003-0278	Monster	Monster/Lizard.png	Monster/リザード.png	Monster/蜥蜴.png
rm2003-0279	Monster	Monster/Lizardman.png	Monster/リザードマン.png	Monster/蜥蜴人.png
rm2003-0280	Monster	Monster/Lich.png	Monster/リッチ.png	Monster/妖巫.png
rm2003-0281	Monster	Monster/Lilith.png	Monster/リリス.png	Monster/莉莉斯.png
rm2003-0282	Monster	Monster/Wraith.png	Monster/レイス.png	Monster/死靈.png
rm2003-0283	Monster	Monster/Remora.png	Monster/レモラ.png	Monster/怪魚雷莫拉.png
rm2003-0284	Monster	Monster/Werewolf.png	Monster/ワーウルフ.png	Monster/狼人.png
rm2003-0285	Monster	Monster/Worm.png	Monster/ワーム.png	Monster/蟲.png
rm2003-0286	Monster	Monster/Wight.png	Monster/ワイト.png	Monster/屍妖.png
rm2003-0287	Monster	Monster/Wyvern.png	Monster/ワイバーン.png	Monster/飛龍.png
rm2003-0288	Monster	Monster/Kyuubi.png	Monster/九尾の狐.png	Monster/九尾狐狸.png
rm2003-0289	Monster	Monster/Suzaku.png	Monster/朱雀.png	Monster/朱雀.png
rm2003-0290	Monster	Monster/Genbu.png	Monster/玄武.png	Monster/玄武.png
rm2003-0291	Monster	Monster/Byakko.png	Monster/白虎.png	Monster/白虎.png
rm2003-0292	Monster	Monster/Horse.png	Monster/馬.png	Monster/馬.png
rm2003-0293	Monster	Monster/Oni.png	Monster/鬼.png	Monster/惡鬼.png
rm2003-0294	Monster	Monster/Kirin.png	Monster/麒麟.png	Monster/麒麟.png
rm2003-0295	Monster	Monster/Ryuu.png	Monster/龍.png	Monster/青龍.png
rm2003-0296	Music	Music/2003Healing Spring.mid	Music/2003いやしの泉.mid	Music/2003治癒之泉.mid
rm2003-0297	Music	Music/2003Casino Indulgence.mid	Music/2003カジノ三昧.mid	Music/2003賭場.mid
rm2003-0298	Music	Music/2003Colosseum.mid	Music/2003コロシアム.mid	Music/2003競技場.mid
rm2003-0299	Music	Music/2003Cyber City.mid	Music/2003サイバーシティ.mid	Music/2003異次元城市.mid
rm2003-0300	Music	Music/2003Snow Town.mid	Music/2003スノータウン.mid	Music/2003下雪的城鎮.mid
rm2003-0301	Music	Music/2003Panic.mid	Music/2003パニック.mid	Music/2003恐慌.mid
rm2003-0302	Music	Music/2003Maximum Battle.mid	Music/2003マキシマム・バトル.mid	Music/2003極限戰鬥.mid
rm2003-0303	Music	Music/2003Dream of Striking It Rich.mid	Music/2003一獲千金の夢.mid	Music/2003一獲千金之夢.mid
rm2003-0304	Music	Music/2003Adventurers.mid	Music/2003冒険者たち.mid	Music/2003冒險者們.mid
rm2003-0305	Music	Music/2003Hero's Return.mid	Music/2003勇者の凱旋.mid	Music/2003勇者的凱旋.mid
rm2003-0306	Music	Music/2003Ancient City.mid	Music/2003古城.mid	Music/2003古城.mid
rm2003-0307	Music	Music/2003Subterranean Maze.mid	Music/2003地下迷宮.mid	Music/2003地下迷宮.mid
rm2003-0308	Music	Music/2003Dream Forest.mid	Music/2003夢幻の森.mid	Music/2003夢幻之森.mid
rm2003-0309	Music	Music/2003Dreaminess.mid	Music/2003夢見心地.mid	Music/2003夢幻心境.mid
rm2003-0310	Music	Music/2003Free For All.mid	Music/2003大混戦.mid	Music/2003大混戰.mid
rm2003-0311	Music	Music/2003Wings to the Sky.mid	Music/2003大空への翼.mid	Music/2003空中的羽翼.mid
rm2003-0312	Music	Music/2003Cathedral.mid	Music/2003大聖堂.mid	Music/2003大聖堂.mid
rm2003-0313	Music	Music/2003Fairy Forest.mid	Music/2003妖精の森.mid	Music/2003妖精之森.mid
rm2003-0314	Music	Music/2003Lonesome Journey.mid	Music/2003孤独な旅立ち.mid	Music/2003孤獨的旅行.mid
rm2003-0315	Music	Music/2003Little Army's March.mid	Music/2003小さな兵隊のマーチ.mid	Music/2003小軍隊進行曲.mid
rm2003-0316	Music	Music/2003Village in the Valley.mid	Music/2003山あいの村.mid	Music/2003山中部落.mid
rm2003-0317	Music	Music/2003Empire.mid	Music/2003帝国～エンパイア.mid	Music/2003帝國.mid
rm2003-0318	Music	Music/2003Young Memories.mid	Music/2003幼少の記憶.mid	Music/2003年少記憶.mid
rm2003-0319	Music	Music/2003Creeping Darkness.mid	Music/2003忍び寄る闇.mid	Music/2003悄然黑夜.mid
rm2003-0320	Music	Music/2003In the Eternal Flow of Time.mid	Music/2003悠久の時の流れに.mid	Music/2003悠久時光的流轉.mid
rm2003-0321	Music	Music/2003Sorrow.mid	Music/2003悲しみ.mid	Music/2003悲傷.mid
rm2003-0322	Music	Music/2003Beginning of a War.mid	Music/2003戦いの幕開け.mid	Music/2003戰爭的序幕.mid
rm2003-0323	Music	Music/2003Church.mid	Music/2003教会.mid	Music/2003教會.mid
rm2003-0324	Music	Music/2003SunnyVillage.mid	Music/2003日だまりの村.mid	Music/2003日光村落.mid
rm2003-0325	Music	Music/2003DarkAltar.mid	Music/2003暗黒の祭壇.mid	Music/2003暗黑祭壇.mid
rm2003-0326	Music	Music/2003Village of Savages.mid	Music/2003未開の集落.mid	Music/2003未開化部落.mid
rm2003-0327	Music	Music/2003Far Eastern Land.mid	Music/2003極東の地.mid	Music/2003極東之地.mid
rm2003-0328	Music	Music/2003Machine Fortress.mid	Music/2003機械要塞.mid	Music/2003機械要塞.mid
rm2003-0329	Music	Music/2003Ice Labyrinth.mid	Music/2003氷のラビリンス.mid	Music/2003冰之迷宮.mid
rm2003-0330	Music	Music/2003Final Battleground.mid	Music/2003決戦の地.mid	Music/2003決戰之地.mid
rm2003-0331	Music	Music/2003Deserted Mansion.mid	Music/2003無人の館.mid	Music/2003無人別館.mid
rm2003-0332	Music	Music/2003Palace Party.mid	Music/2003王宮のパーティー.mid	Music/2003皇宮盛會.mid
rm2003-0333	Music	Music/2003Otherworldly Corridor.mid	Music/2003異次元回廊.mid	Music/2003異次元迴廊.mid
rm2003-0334	Music	Music/2003Waltz of Blessings.mid	Music/2003祝福ワルツ.mid	Music/2003祝福的華爾滋.mid
rm2003-0335	Music	Music/2003Steady Breeze.mid	Music/2003穏やかな風.mid	Music/2003徐徐微風.mid
rm2003-0336	Music	Music/2003Tension.mid	Music/2003緊迫.mid	Music/2003緊迫.mid
rm2003-0337	Music	Music/2003Repeated Wars.mid	Music/2003繰り返される戦い.mid	Music/2003反覆的戰鬥.mid
rm2003-0338	Music	Music/2003City Bustle.mid	Music/2003街の賑わい.mid	Music/2003熱鬧街道.mid
rm2003-0339	Music	Music/2003Tavern.mid	Music/2003街の酒場.mid	Music/2003街上的酒館.mid
rm2003-0340	Music	Music/2003Deep Memory.mid	Music/2003記憶の彼方に.mid	Music/2003記憶中的彼方.mid
rm2003-0341	Music	Music/2003Exploring Ruins.mid	Music/2003遺跡探索.mid	Music/2003遺跡探索.mid
rm2003-0342	Music	Music/2003Battle with an Evil God.mid	Music/2003邪神との戦い.mid	Music/2003與邪神一戰.mid
rm2003-0343	Music	Music/2003Silence.mid	Music/2003静寂.mid	Music/2003靜寂.mid
rm2003-0344	Music	Music/J2003Horn.mid	Music/j2003ホルン.mid	Music/j2003號角.mid
rm2003-0345	Music	Music/JItem.mid	Music/jアイテム.mid	Music/j物品.mid
rm2003-0346	Music	Music/JJoke 1.mid	Music/jギャグ1.mid	Music/j鬧劇1.mid
rm2003-0347	Music	Music/JJoke 2.mid	Music/jギャグ2.mid	Music/j鬧劇2.mid
rm2003-0348	Music	Music/JFanfare 1.mid	Music/jファンファーレ1.mid	Music/j吹奏樂1.mid
rm2003-0349	Music	Music/JFanfare 2.mid	Music/jファンファーレ2.mid	Music/j吹奏樂2.mid
rm2003-0350	Music	Music/JFanfare 3.mid	Music/jファンファーレ3.mid	Music/j吹奏樂3.mid
rm2003-0351	Music	Music/JFanfare 4.mid	Music/jファンファーレ4.mid	Music/j吹奏樂4.mid
rm2003-0352	Music	Music/JFanfare 5.mid	Music/jファンファーレ5.mid	Music/j吹奏樂5.mid
rm2003-0353	Music	Music/JFanfare 6.mid	Music/jファンファーレ6.mid	Music/j吹奏樂6.mid
rm2003-0354	Music	Music/JInn 1.mid	Music/j宿1.mid	Music/j住宿1.mid
rm2003-0355	Music	Music/JInn 2.mid	Music/j宿2.mid	Music/j住宿2.mid
rm2003-0356	Music	Music/JEnd of Battle 1.mid	Music/j戦闘終了1.mid	Music/j戰鬥結束1.mid
rm2003-0357	Music	Music/JEnd of Battle 2.mid	Music/j戦闘終了2.mid	Music/j戰鬥結束2.mid
rm2003-0358	Music	Music/JEnd of Battle 3.mid	Music/j戦闘終了3.mid	Music/j戰鬥結束3.mid
rm2003-0359	Music	Music/JEnd of Battle 4.mid	Music/j戦闘終了4.mid	Music/j戰鬥結束4.mid
rm2003-0360	Music	Music/JDoubt.mid	Music/j疑惑.mid	Music/j疑惑.mid
rm2003-0361	Music	Music/JMystery.mid	Music/j謎.mid	Music/j謎.mid
rm2003-0362	Music	Music/SE2003Alarm.wav	Music/se2003アラーム.wav	Music/se2003警報.wav
rm2003-0363	Music	Music/SE2003Jungle.wav	Music/se2003ジャングル.wav	Music/se2003叢林.wav
rm2003-0364	Music	Music/SE2003Bustle.wav	Music/se2003雑踏.wav	Music/se2003雜沓.wav
rm2003-0365	Music	Music/SE2003Wind.wav	Music/se2003風.wav	Music/se2003風.wav
rm2003-0366	Music	Music/SE2003Bird.wav	Music/se2003鳥.wav	Music/se2003鳥.wav
rm2003-0367	Music	Music/SEEarthquake.wav	Music/se地震.wav	Music/se地震.wav
rm2003-0368	Music	Music/SEDownpour.wav	Music/se大雨.wav	Music/se大雨.wav
rm2003-0369	Music	Music/SEClock.wav	Music/se時計.wav	Music/se鐘.wav
rm2003-0370	Music	Music/SESea.wav	Music/se海.wav	Music/se海.wav
rm2003-0371	Music	Music/SERain.wav	Music/se雨.wav	Music/se雨.wav
rm2003-0372	Music	Music/Ending 1.mid	Music/エンディング1.mid	Music/結束1.mid
rm2003-0373	Music	Music/Ending 2.mid	Music/エンディング2.mid	Music/結束2.mid
rm2003-0374	Music	Music/Ending 3.mid	Music/エンディング3.mid	Music/結束3.mid
rm2003-0375	Music	Music/Opening 1.mid	Music/オープニング1.mid	Music/開始1.mid
rm2003-0376	Music	Music/Opening 2.mid	Music/オープニング2.mid	Music/開始2.mid
rm2003-0377	Music	Music/Opening 3.mid	Music/オープニング3.mid	Music/開始3.mid
rm2003-0378	Music	Music/Game Over 1.mid	Music/ゲームオーバー1.mid	Music/遊戲結束1.mid
rm2003-0379	Music	Music/Game Over 2.mid	Music/ゲームオーバー2.mid	Music/遊戲結束2.mid
rm2003-0380	Music	Music/Game Over 3.mid	Music/ゲームオーバー3.mid	Music/遊戲結束3.mid
rm2003-0381	Music	Music/Ghost Town 1.mid	Music/ゴーストタウン1.mid	Music/鬼城1.mid
rm2003-0382	Music	Music/Ghost Town 2.mid	Music/ゴーストタウン2.mid	Music/鬼城2.mid
rm2003-0383	Music	Music/Dungeon 1.mid	Music/ダンジョン1.mid	Music/迷宮1.mid
rm2003-0384	Music	Music/Dungeon 2.mid	Music/ダンジョン2.mid	Music/迷宮2.mid
rm2003-0385	Music	Music/Dungeon 3.mid	Music/ダンジョン3.mid	Music/迷宮3.mid
rm2003-0386	Music	Music/Dungeon 4.mid	Music/ダンジョン4.mid	Music/迷宮4.mid
rm2003-0387	Music	Music/Dungeon 5.mid	Music/ダンジョン5.mid	Music/迷宮5.mid
rm2003-0388	Music	Music/In a Pinch.mid	Music/ピンチ.mid	Music/危機.mid
rm2003-0389	Music	Music/Field 1.mid	Music/フィールド1.mid	Music/原野1.mid
rm2003-0390	Music	Music/Field 2.mid	Music/フィールド2.mid	Music/原野2.mid
rm2003-0391	Music	Music/Field 3.mid	Music/フィールド3.mid	Music/原野3.mid
rm2003-0392	Music	Music/Field 4.mid	Music/フィールド4.mid	Music/原野4.mid
rm2003-0393	Music	Music/Boss 1.mid	Music/ボス1.mid	Music/boss1.mid
rm2003-0394	Music	Music/Boss 2.mid	Music/ボス2.mid	Music/boss2.mid
rm2003-0395	Music	Music/Boss 3.mid	Music/ボス3.mid	Music/boss3.mid
rm2003-0396	Music	Music/Boss 4.mid	Music/ボス4.mid	Music/boss4.mid
rm2003-0397	Music	Music/Vehicle 1.mid	Music/乗り物1.mid	Music/交通工具1.mid
rm2003-0398	Music	Music/Vehicle 2.mid	Music/乗り物2.mid	Music/交通工具2.mid
rm2003-0399	Music	Music/Vehicle 3.mid	Music/乗り物3.mid	Music/交通工具3.mid
rm2003-0400	Music	Music/Parting 1.mid	Music/別れ1.mid	Music/別離1.mid
rm2003-0401	Music	Music/Parting 2.mid	Music/別れ2.mid	Music/別離2.mid
rm2003-0402	Music	Music/Hero 1.mid	Music/勇者1.mid	Music/勇者1.mid
rm2003-0403	Music	Music/Hero 2.mid	Music/勇者2.mid	Music/勇者2.mid
rm2003-0404	Music	Music/Animal.mid	Music/動物.mid	Music/動物.mid
rm2003-0405	Music	Music/Victory.mid	Music/勝利.mid	Music/勝利.mid
rm2003-0406	Music	Music/Castle 1.mid	Music/城1.mid	Music/城1.mid
rm2003-0407	Music	Music/Castle 2.mid	Music/城2.mid	Music/城2.mid
rm2003-0408	Music	Music/Castle 3.mid	Music/城3.mid	Music/城3.mid
rm2003-0409	Music	Music/Tower 1.mid	Music/塔1.mid	Music/塔1.mid
rm2003-0410	Music	Music/Tower 2.mid	Music/塔2.mid	Music/塔2.mid
rm2003-0411	Music	Music/Tower 3.mid	Music/塔3.mid	Music/塔3.mid
rm2003-0412	Music	Music/Fairy 1.mid	Music/妖精1.mid	Music/妖精1.mid
rm2003-0413	Music	Music/Fairy 2.mid	Music/妖精2.mid	Music/妖精2.mid
rm2003-0414	Music	Music/Repose 1.mid	Music/安らぎ1.mid	Music/安樂1.mid
rm2003-0415	Music	Music/Repose 2.mid	Music/安らぎ2.mid	Music/安樂2.mid
rm2003-0416	Music	Music/Repose 3.mid	Music/安らぎ3.mid	Music/安樂3.mid
rm2003-0417	Music	Music/Shop 1.mid	Music/店1.mid	Music/店1.mid
rm2003-0418	Music	Music/Shop 2.mid	Music/店2.mid	Music/店2.mid
rm2003-0419	Music	Music/Shop 3.mid	Music/店3.mid	Music/店3.mid
rm2003-0420	Music	Music/Wrath.mid	Music/怒り.mid	Music/怒.mid
rm2003-0421	Music	Music/Sorrow.mid	Music/悲しみ.mid	Music/悲傷.mid
rm2003-0422	Music	Music/Battle 1.mid	Music/戦闘1.mid	Music/戰鬥1.mid
rm2003-0423	Music	Music/Battle 2.mid	Music/戦闘2.mid	Music/戰鬥2.mid
rm2003-0424	Music	Music/Battle 3.mid	Music/戦闘3.mid	Music/戰鬥3.mid
rm2003-0425	Music	Music/Exploration.mid	Music/探索.mid	Music/探索.mid
rm2003-0426	Music	Music/Defeat.mid	Music/敗北.mid	Music/敗北.mid
rm2003-0427	Music	Music/Church.mid	Music/教会.mid	Music/教會.mid
rm2003-0428	Music	Music/Lively Market.mid	Music/明るい市場.mid	Music/明亮的市集.mid
rm2003-0429	Music	Music/Village 1.mid	Music/村1.mid	Music/村1.mid
rm2003-0430	Music	Music/Village 2.mid	Music/村2.mid	Music/村2.mid
rm2003-0431	Music	Music/Village 3.mid	Music/村3.mid	Music/村3.mid
rm2003-0432	Music	Music/Thief.mid	Music/泥棒.mid	Music/泥棒.mid
rm2003-0433	Music	Music/Liveliness.mid	Music/活気.mid	Music/朝氣.mid
rm2003-0434	Music	Music/Town 1.mid	Music/町1.mid	Music/街1.mid
rm2003-0435	Music	Music/Town 2.mid	Music/町2.mid	Music/街2.mid
rm2003-0436	Music	Music/Town 3.mid	Music/町3.mid	Music/街3.mid
rm2003-0437	Music	Music/Mystery 1.mid	Music/神秘1.mid	Music/神秘1.mid
rm2003-0438	Music	Music/Mystery 2.mid	Music/神秘2.mid	Music/神秘2.mid
rm2003-0439	Music	Music/Mystery 3.mid	Music/神秘3.mid	Music/神秘3.mid
rm2003-0440	Music	Music/Secret Treasure.mid	Music/秘宝.mid	Music/神秘寶藏.mid
rm2003-0441	Music	Music/Ship 1.mid	Music/船1.mid	Music/船1.mid
rm2003-0442	Music	Music/Ship 2.mid	Music/船2.mid	Music/船2.mid
rm2003-0443	Music	Music/Ship 3.mid	Music/船3.mid	Music/船3.mid
rm2003-0444	Music	Music/Trial.mid	Music/試練.mid	Music/試煉.mid
rm2003-0445	Music	Music/Black Market.mid	Music/闇市.mid	Music/黑市.mid
rm2003-0446	Music	Music/Demon Lord.mid	Music/魔王.mid	Music/魔王.mid
rm2003-0447	Panorama	Panorama/Sunset1.png	Panorama/夕焼け1.png	Panorama/夕陽1.png
rm2003-0448	Panorama	Panorama/Sunset2.png	Panorama/夕焼け2.png	Panorama/夕陽2.png
rm2003-0449	Panorama	Panorama/Dawn1.png	Panorama/夜明け1.png	Panorama/黎明1.png
rm2003-0450	Panorama	Panorama/Dawn2.png	Panorama/夜明け2.png	Panorama/黎明2.png
rm2003-0451	Panorama	Panorama/Night Sky1.png	Panorama/夜空1.png	Panorama/夜空1.png
rm2003-0452	Panorama	Panorama/Night Sky2.png	Panorama/夜空2.png	Panorama/夜空2.png
rm2003-0453	Panorama	Panorama/Cosmos1.png	Panorama/宇宙.png	Panorama/宇宙.png
rm2003-0454	Panorama	Panorama/Planet1.png	Panorama/惑星1.png	Panorama/惑星1.png
rm2003-0455	Panorama	Panorama/Planet2.png	Panorama/惑星2.png	Panorama/惑星2.png
rm2003-0456	Panorama	Panorama/Planet3.png	Panorama/惑星3.png	Panorama/惑星3.png
rm2003-0457	Panorama	Panorama/Dimension Rift.png	Panorama/異空間.png	Panorama/異次元空間.png
rm2003-0458	Panorama	Panorama/Sky1.png	Panorama/空1.png	Panorama/天空1.png
rm2003-0459	Panorama	Panorama/Sky2.png	Panorama/空2.png	Panorama/天空2.png
rm2003-0460	Sound	Sound/Item1.wav	Sound/アイテム1.wav	Sound/物品1.wav
rm2003-0461	Sound	Sound/Item2.wav	Sound/アイテム2.wav	Sound/物品2.wav
rm2003-0462	Sound	Sound/Chime1.wav	Sound/あたり1.wav	Sound/碰撞1.wav
rm2003-0463	Sound	Sound/Chime2.wav	Sound/あたり2.wav	Sound/碰撞2.wav
rm2003-0464	Sound	Sound/Buff.wav	Sound/アップ.wav	Sound/上昇.wav
rm2003-0465	Sound	Sound/Dog.wav	Sound/イヌ.wav	Sound/狗.wav
rm2003-0466	Sound	Sound/Cow.wav	Sound/ウシ.wav	Sound/牛.wav
rm2003-0467	Sound	Sound/Horse.wav	Sound/ウマ.wav	Sound/馬.wav
rm2003-0468	Sound	Sound/Roar.wav	Sound/おたけび.wav	Sound/吶喊.wav
rm2003-0469	Sound	Sound/Cursor1.wav	Sound/カーソル1.wav	Sound/游標1.wav
rm2003-0470	Sound	Sound/Cursor2.wav	Sound/カーソル2.wav	Sound/游標2.wav
rm2003-0471	Sound	Sound/GlassShatter.wav	Sound/ガシャン.wav	Sound/裂開.wav
rm2003-0472	Sound	Sound/Cancel1.wav	Sound/キャンセル1.wav	Sound/取消1.wav
rm2003-0473	Sound	Sound/Cancel2.wav	Sound/キャンセル2.wav	Sound/取消2.wav
rm2003-0474	Sound	Sound/Paralyze1.wav	Sound/しびれ1.wav	Sound/麻痺1.wav
rm2003-0475	Sound	Sound/Paralyze2.wav	Sound/しびれ2.wav	Sound/麻痺2.wav
rm2003-0476	Sound	Sound/Paralyze3.wav	Sound/しびれ3.wav	Sound/麻痺3.wav
rm2003-0477	Sound	Sound/Jump1.wav	Sound/ジャンプ1.wav	Sound/跳躍1.wav
rm2003-0478	Sound	Sound/Jump2.wav	Sound/ジャンプ2.wav	Sound/跳躍2.wav
rm2003-0479	Sound	Sound/Shot1.wav	Sound/ショット1.wav	Sound/發射1.wav
rm2003-0480	Sound	Sound/Shot2.wav	Sound/ショット2.wav	Sound/發射2.wav
rm2003-0481	Sound	Sound/Shot3.wav	Sound/ショット3.wav	Sound/發射3.wav
rm2003-0482	Sound	Sound/Switch1.wav	Sound/スイッチ1.wav	Sound/開關1.wav
rm2003-0483	Sound	Sound/Switch2.wav	Sound/スイッチ2.wav	Sound/開關2.wav
rm2003-0484	Sound	Sound/Debuff.wav	Sound/ダウン.wav	Sound/下降.wav
rm2003-0485	Sound	Sound/Damage1.wav	Sound/ダメージ1.wav	Sound/傷害1.wav
rm2003-0486	Sound	Sound/Damage2.wav	Sound/ダメージ2.wav	Sound/傷害2.wav
rm2003-0487	Sound	Sound/Teleport1.wav	Sound/テレポート1.wav	Sound/傳送1.wav
rm2003-0488	Sound	Sound/Teleport2.wav	Sound/テレポート2.wav	Sound/傳送2.wav
rm2003-0489	Sound	Sound/Tiger.wav	Sound/トラ.wav	Sound/虎.wav
rm2003-0490	Sound	Sound/Glare.wav	Sound/にらみ.wav	Sound/凝視.wav
rm2003-0491	Sound	Sound/Chicken.wav	Sound/にわとり.wav	Sound/雞.wav
rm2003-0492	Sound	Sound/Cat.wav	Sound/ネコ.wav	Sound/貓.wav
rm2003-0493	Sound	Sound/Knock.wav	Sound/ノック.wav	Sound/敲.wav
rm2003-0494	Sound	Sound/Buzzer1.wav	Sound/はずれ1.wav	Sound/磨擦1.wav
rm2003-0495	Sound	Sound/Buzzer2.wav	Sound/はずれ2.wav	Sound/磨擦2.wav
rm2003-0496	Sound	Sound/Barrier.wav	Sound/バリア.wav	Sound/護罩.wav
rm2003-0497	Sound	Sound/Sheep.wav	Sound/ひつじ.wav	Sound/羊.wav
rm2003-0498	Sound	Sound/Buzzer3.wav	Sound/ブザー1.wav	Sound/汽笛1.wav
rm2003-0499	Sound	Sound/Buzzer4.wav	Sound/ブザー2.wav	Sound/汽笛2.wav
rm2003-0500	Sound	Sound/Flash1.wav	Sound/フラッシュ1.wav	Sound/閃爍1.wav
rm2003-0501	Sound	Sound/Flash2.wav	Sound/フラッシュ2.wav	Sound/閃爍2.wav
rm2003-0502	Sound	Sound/Flash3.wav	Sound/フラッシュ3.wav	Sound/閃爍3.wav
rm2003-0503	Sound	Sound/Breath.wav	Sound/ブレス.wav	Sound/氣息.wav
rm2003-0504	Sound	Sound/Monster1.wav	Sound/モンスター1.wav	Sound/怪物1.wav
rm2003-0505	Sound	Sound/Monster2.wav	Sound/モンスター2.wav	Sound/怪物2.wav
rm2003-0506	Sound	Sound/Lion.wav	Sound/ライオン.wav	Sound/獅.wav
rm2003-0507	Sound	Sound/Ice1.wav	Sound/冷気1.wav	Sound/冰1.wav
rm2003-0508	Sound	Sound/Ice2.wav	Sound/冷気2.wav	Sound/冰2.wav
rm2003-0509	Sound	Sound/Ice3.wav	Sound/冷気3.wav	Sound/冰3.wav
rm2003-0510	Sound	Sound/Ice4.wav	Sound/冷気4.wav	Sound/冰4.wav
rm2003-0511	Sound	Sound/Ice5.wav	Sound/冷気5.wav	Sound/冰5.wav
rm2003-0512	Sound	Sound/Ice6.wav	Sound/冷気6.wav	Sound/冰6.wav
rm2003-0513	Sound	Sound/Ice7.wav	Sound/冷気7.wav	Sound/冰7.wav
rm2003-0514	Sound	Sound/Ice8.wav	Sound/冷気8.wav	Sound/冰8.wav
rm2003-0515	Sound	Sound/Ice9.wav	Sound/冷気9.wav	Sound/冰9.wav
rm2003-0516	Sound	Sound/Ice10.wav	Sound/冷気10.wav	Sound/冰10.wav
rm2003-0517	Sound	Sound/Ice11.wav	Sound/冷気11.wav	Sound/冰11.wav
rm2003-0518	Sound	Sound/Sword1.wav	Sound/剣1.wav	Sound/劍1.wav
rm2003-0519	Sound	Sound/Sword2.wav	Sound/剣2.wav	Sound/劍2.wav
rm2003-0520	Sound	Sound/Sword3.wav	Sound/剣3.wav	Sound/劍3.wav
rm2003-0521	Sound	Sound/Absorb1.wav	Sound/吸収1.wav	Sound/吸收1.wav
rm2003-0522	Sound	Sound/Absorb2.wav	Sound/吸収2.wav	Sound/吸收2.wav
rm2003-0523	Sound	Sound/Bite.wav	Sound/噛む.wav	Sound/咬.wav
rm2003-0524	Sound	Sound/Recovery1.wav	Sound/回復1.wav	Sound/回復1.wav
rm2003-0525	Sound	Sound/Recovery2.wav	Sound/回復2.wav	Sound/回復2.wav
rm2003-0526	Sound	Sound/Recovery3.wav	Sound/回復3.wav	Sound/回復3.wav
rm2003-0527	Sound	Sound/Recovery4.wav	Sound/回復4.wav	Sound/回復4.wav
rm2003-0528	Sound	Sound/Recovery5.wav	Sound/回復5.wav	Sound/回復5.wav
rm2003-0529	Sound	Sound/Recovery6.wav	Sound/回復6.wav	Sound/回復6.wav
rm2003-0530	Sound	Sound/Recovery7.wav	Sound/回復7.wav	Sound/回復7.wav
rm2003-0531	Sound	Sound/Recovery8.wav	Sound/回復8.wav	Sound/回復8.wav
rm2003-0532	Sound	Sound/Evade1.wav	Sound/回避1.wav	Sound/迴避1.wav
rm2003-0533	Sound	Sound/Evade2.wav	Sound/回避2.wav	Sound/迴避2.wav
rm2003-0534	Sound	Sound/Earthquake1.wav	Sound/地震1.wav	Sound/地震1.wav
rm2003-0535	Sound	Sound/Earthquake2.wav	Sound/地震2.wav	Sound/地震2.wav
rm2003-0536	Sound	Sound/Barrier1.wav	Sound/壁1.wav	Sound/壁1.wav
rm2003-0537	Sound	Sound/Barrier2.wav	Sound/壁2.wav	Sound/壁2.wav
rm2003-0538	Sound	Sound/Earth1.wav	Sound/大地1.wav	Sound/大地1.wav
rm2003-0539	Sound	Sound/Earth2.wav	Sound/大地2.wav	Sound/大地2.wav
rm2003-0540	Sound	Sound/Earth3.wav	Sound/大地3.wav	Sound/大地3.wav
rm2003-0541	Sound	Sound/Earth4.wav	Sound/大地4.wav	Sound/大地4.wav
rm2003-0542	Sound	Sound/Earth5.wav	Sound/大地5.wav	Sound/大地5.wav
rm2003-0543	Sound	Sound/Earth6.wav	Sound/大地6.wav	Sound/大地6.wav
rm2003-0544	Sound	Sound/Earth7.wav	Sound/大地7.wav	Sound/大地7.wav
rm2003-0545	Sound	Sound/Earth8.wav	Sound/大地8.wav	Sound/大地8.wav
rm2003-0546	Sound	Sound/Earth9.wav	Sound/大地9.wav	Sound/大地9.wav
rm2003-0547	Sound	Sound/Earth10.wav	Sound/大地10.wav	Sound/大地10.wav
rm2003-0548	Sound	Sound/Ensnare.wav	Sound/巻き付き.wav	Sound/捲襲.wav
rm2003-0549	Sound	Sound/Bow1.wav	Sound/弓1.wav	Sound/弓1.wav
rm2003-0550	Sound	Sound/Bow2.wav	Sound/弓2.wav	Sound/弓2.wav
rm2003-0551	Sound	Sound/Combat1.wav	Sound/戦闘1.wav	Sound/戰鬥1.wav
rm2003-0552	Sound	Sound/Combat2.wav	Sound/戦闘2.wav	Sound/戰鬥2.wav
rm2003-0553	Sound	Sound/Blow1.wav	Sound/打撃1.wav	Sound/打擊1.wav
