semantic_id	category	english_path	japanese_path
rm2000-0395	Sound	Sound/Fire4.wav	Sound/炎4.wav
rm2000-0396	Sound	Sound/Fire5.wav	Sound/炎5.wav
rm2000-0397	Sound	Sound/Fire6.wav	Sound/炎6.wav
rm2000-0398	Sound	Sound/Fire7.wav	Sound/炎7.wav
rm2000-0399	Sound	Sound/Fire8.wav	Sound/炎8.wav
rm2000-0400	Sound	Sound/Explosion1.wav	Sound/爆発1.wav
rm2000-0401	Sound	Sound/Explosion2.wav	Sound/爆発2.wav
rm2000-0402	Sound	Sound/Explosion3.wav	Sound/爆発3.wav
rm2000-0403	Sound	Sound/Explosion4.wav	Sound/爆発4.wav
rm2000-0404	Sound	Sound/Explosion5.wav	Sound/爆発5.wav
rm2000-0405	Sound	Sound/Explosion6.wav	Sound/爆発6.wav
rm2000-0406	Sound	Sound/Explosion7.wav	Sound/爆発7.wav
rm2000-0407	Sound	Sound/Sleep.wav	Sound/睡眠.wav
rm2000-0408	Sound	Sound/Sandstorm.wav	Sound/砂けむり.wav
rm2000-0409	Sound	Sound/Holy1.wav	Sound/神聖1.wav
rm2000-0410	Sound	Sound/Holy2.wav	Sound/神聖2.wav
rm2000-0411	Sound	Sound/Holy3.wav	Sound/神聖3.wav
rm2000-0412	Sound	Sound/Holy4.wav	Sound/神聖4.wav
rm2000-0413	Sound	Sound/Holy5.wav	Sound/神聖5.wav
rm2000-0414	Sound	Sound/Holy6.wav	Sound/神聖6.wav
rm2000-0415	Sound	Sound/Holy7.wav	Sound/神聖7.wav
rm2000-0416	Sound	Sound/Holy8.wav	Sound/神聖8.wav
rm2000-0417	Sound	Sound/Holy9.wav	Sound/神聖9.wav
rm2000-0418	Sound	Sound/Move.wav	Sound/移動.wav
rm2000-0419	Sound	Sound/Pollen.wav	Sound/花粉.wav
rm2000-0420	Sound	Sound/Fall1.wav	Sound/落ちる1.wav
rm2000-0421	Sound	Sound/Fall2.wav	Sound/落ちる2.wav
rm2000-0422	Sound	Sound/Raise1.wav	Sound/蘇生1.wav
rm2000-0423	Sound	Sound/Raise2.wav	Sound/蘇生2.wav
rm2000-0424	Sound	Sound/Raise3.wav	Sound/蘇生3.wav
rm2000-0425	Sound	Sound/Escape.wav	Sound/逃走.wav
rm2000-0426	Sound	Sound/Key.wav	Sound/鍵.wav
rm2000-0427	Sound	Sound/Bell.wav	Sound/鐘.wav
rm2000-0428	Sound	Sound/Close1.wav	Sound/閉める1.wav
rm2000-0429	Sound	Sound/Close2.wav	Sound/閉める2.wav
rm2000-0430	Sound	Sound/Open1.wav	Sound/開ける1.wav
rm2000-0431	Sound	Sound/Open2.wav	Sound/開ける2.wav
rm2000-0432	Sound	Sound/Rain1.wav	Sound/雨1.wav
rm2000-0433	Sound	Sound/Rain2.wav	Sound/雨2.wav
rm2000-0434	Sound	Sound/Thunder1.wav	Sound/雷1.wav
rm2000-0435	Sound	Sound/Thunder2.wav	Sound/雷2.wav
rm2000-0436	Sound	Sound/Thunder3.wav	Sound/雷3.wav
rm2000-0437	Sound	Sound/Thunder4.wav	Sound/雷4.wav
rm2000-0438	Sound	Sound/Thunder5.wav	Sound/雷5.wav
rm2000-0439	Sound	Sound/Thunder6.wav	Sound/雷6.wav
rm2000-0440	Sound	Sound/Thunder7.wav	Sound/雷7.wav
rm2000-0441	Sound	Sound/Thunder8.wav	Sound/雷8.wav
rm2000-0442	Sound	Sound/Thunder9.wav	Sound/雷9.wav
rm2000-0443	Sound	Sound/Thunder10.wav	Sound/雷10.wav
rm2000-0444	Sound	Sound/Fog1.wav	Sound/霧1.wav
rm2000-0445	Sound	Sound/Fog2.wav	Sound/霧2.wav
rm2000-0446	Sound	Sound/Wave1.wav	Sound/音波1.wav
rm2000-0447	Sound	Sound/Wave2.wav	Sound/音波2.wav
rm2000-0448	Sound	Sound/Wind1.wav	Sound/風1.wav
rm2000-0449	Sound	Sound/Wind2.wav	Sound/風2.wav
rm2000-0450	Sound	Sound/Wind3.wav	Sound/風3.wav
rm2000-0451	Sound	Sound/Wind4.wav	Sound/風4.wav
rm2000-0452	Sound	Sound/Wind5.wav	Sound/風5.wav
rm2000-0453	Sound	Sound/Wind6.wav	Sound/風6.wav
rm2000-0454	Sound	Sound/Wind7.wav	Sound/風7.wav
rm2000-0455	Sound	Sound/Wind8.wav	Sound/風8.wav
rm2000-0456	Sound	Sound/Wind9.wav	Sound/風9.wav
rm2000-0457	Sound	Sound/Wind10.wav	Sound/風10.wav
rm2000-0458	Sound	Sound/Wind11.wav	Sound/風11.wav
rm2000-0459	Sound	Sound/Magic1.wav	Sound/魔法1.wav
rm2000-0460	Sound	Sound/Magic2.wav	Sound/魔法2.wav
rm2000-0461	System	System/System.png	System/システム.png
rm2000-0462	Title	Title/Title1.png	Title/タイトル1.png
rm2000-0463	Title	Title/Title2.png	Title/タイトル2.png
rm2000-0464	Title	Title/Title3.png	Title/タイトル3.png
rm2000-0465	Title	Title/Title4.png	Title/タイトル4.png
